itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,SP,SD,ST,XX
1022,MDS,,,70364,ITEM_FILLER_052,IV_TUBE_DAILY_PRIOR_CD,Item filler: replaces old K0710B1,28,Filler,Filler,,Text,71210,1469,1469,1469-1469,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1023,MDS,,,35160,K0710B2,IV_TUBE_DAILY_POST_CD,Avg fluid intake per day IV/ tube: while resident,12,K,Asmt,,Code,71220,1470,1470,1470-1470,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1024,MDS,,,35170,K0710B3,IV_TUBE_DAILY_7_DAY_CD,Avg fluid intake per day IV/tube: 7 days,12,K,Asmt,,Code,71230,1471,1471,1471-1471,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1025,MDS,,,70800,ITEM_FILLER_216,ST_CO_TRMT_MIN_NUM,Item filler: replaces old O0400A3A,28,Filler,Filler,,Text,71240,1472,1475,1472-1475,4,[V3.10.0]-New filler item to replace O0400A3A,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1026,MDS,,,70870,ITEM_FILLER_223,OT_CO_TRMT_MIN_NUM,Item filler: replaces old O0400B3A,28,Filler,Filler,,Text,71250,1476,1479,1476-1479,4,[V3.10.0]-New filler item to replace O0400B3A,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1027,MDS,,,70940,ITEM_FILLER_230,PT_CO_TRMT_MIN_NUM,Item filler: replaces old O0400C3A,28,Filler,Filler,,Text,71260,1480,1483,1480-1483,4,[V3.10.0]-New filler item to replace O0400C3A,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1029,MDS,,,71030,ITEM_FILLER_239,DSTNCT_THRPY_DAY_NUM,Item filler: replaces old O0420,28,Filler,Filler,,Text,71270,1484,1484,1484-1484,1,[V3.10.0]-New filler item to replace O0420,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1030,MDS,,,81680,S0600A,VNTLTR_MIN_10_HR_CD,Meets criteria: requires ventilator 10+ hours,20,S,Asmt,,Checklist,81420,2541,2541,2541-2541,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: Resident requires the use of a ventilator for a minimum of 10 hours in a 24 hour period.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1031,MDS,,,81710,S0600B,VNTLTR_MIN_16_HR_CD,Meets criteria: requires ventilator 16+ hours,20,S,Asmt,,Checklist,81430,2542,2542,2542-2542,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: Resident requires the use of a ventilator for a minimum of 16 hours in a 24 hour period.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1032,MDS,,,81740,S0600C,TBI_TIER_I_CD,Meets criteria: Traumatic Brain Injury-Tier I,20,S,Asmt,,Checklist,81440,2543,2543,2543-2543,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: Resident meets the criteria and is receiving services under Traumatic Brain Injury-Tier I.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1033,MDS,,,81770,S0600D,TBI_TIER_II_CD,Meets criteria: Traumatic Brain Injury-Tier II,20,S,Asmt,,Checklist,81450,2544,2544,2544-2544,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: Resident meets the criteria and is receiving services under Traumatic Brain Injury- Tier II.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1034,MDS,,,81800,S0600E,TBI_TIER_III_CD,Meets criteria: Traumatic Brain Injury-Tier III,20,S,Asmt,,Checklist,81460,2545,2545,2545-2545,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: Resident meets the criteria and is receiving services under Traumatic Brain Injury-Tier III.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1035,MDS,,,81830,S0600Z,NO_ENHNC_MDCD_RIMBRS_CD,Meets criteria: none of the above,20,S,Asmt,,Checklist,81470,2546,2546,2546-2546,1,,Resident has met the criteria identified and is eligible for enhanced Medicaid Reimbursement.  Check all that apply: None of the above,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1036,MDS,,,80420,S0161A,DMNT_ALZHMR_UNIT_CD,Requires specialized unit: dementia/Alzheimer,20,S,Asmt,,Checklist,81370,2536,2536,2536-2536,1,,Resident required the services and resided on a specialized unit during the last 14 days.  Check all that apply: Dementia/Alzheimer Unit,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1037,MDS,,,80450,S0161B,BHVRL_HLTH_UNIT_CD,Requires specialized unit: behavioral health,20,S,Asmt,,Checklist,81380,2537,2537,2537-2537,1,,Resident required the services and resided on a specialized unit during the last 14 days.  Check all that apply: Behavioral Health Unit,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1038,MDS,,,80480,S0161C,TBI_UNIT_CD,Requires specialized unit: TBI,20,S,Asmt,,Checklist,81390,2538,2538,2538-2538,1,,Resident required the services and resided on a specialized unit during the last 14 days.  Check all that apply: TBI unit,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1039,MDS,,,80510,S0161D,VNTLTR_UNIT_CD,Requires specialized unit: ventilator,20,S,Asmt,,Checklist,81400,2539,2539,2539-2539,1,,Resident required the services and resided on a specialized unit during the last 14 days.  Check all that apply: Ventilator Unit,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1040,MDS,,,80540,S0161Z,NO_SPCL_UNIT_CD,Requires specialized unit: none of the above,20,S,Asmt,,Checklist,81410,2540,2540,2540-2540,1,,Resident required the services and resided on a specialized unit during the last 14 days.  Check all that apply: None of the above,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1050,MDS,,,85700,S6230,ANTIPSYCHTC_MED_ARD_CD,Has resident received antipsychotic,20,S,Asmt,,Code,81630,2553,2553,2553-2553,1,,"Has this resident received an antipsychotic medication since the ARD of the last OBRA assessment, or, if this is an admission assessment, since the Entry Date (A1600)?",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1051,MDS,,,85730,S6232,ANTIPSYCHTC_MED_CRNT_CD,Is resident currently receiving antipsychotic,20,S,Asmt,,Code,81640,2554,2554,2554-2554,1,,Is the resident currently receiving an antipsychotic medication?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1052,MDS,,,85760,S6234,ANTIPSYCHTC_MED_RDC_CD,Attempt to reduce amount of antipsychotic,20,S,Asmt,,Code,81650,2555,2555,2555-2555,1,,"Has an attempt been made to reduce the total amount of antipsychotic medication the resident receives since the ARD of the last OBRA assessment, or, if this is an admission assessment, since the Entry Date (A1600)?",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1053,MDS,,,85761,S6236,ANTIPSYCHTC_RDC_MAINT_CD,Was reduction in antipsychotic maintained,20,S,Asmt,,Code,81660,2556,2556,2556-2556,1,,Was the reduction in the total amount of antipsychotic medication that the resident receives maintained?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1054,MDS,,,82820,S2060A,OASIS_CD,Resident centered care: Oasis,20,S,Asmt,,Code,81570,2547,2547,2547-2547,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: Oasis,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1055,MDS,,,82850,S2060B,HBLTN_THRPY_CD,Resident centered care: habilitation therapy,20,S,Asmt,,Code,81580,2548,2548,2548-2548,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: Habilitation therapy,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1056,MDS,,,82880,S2060C,HAND_IN_HAND_CD,Resident centered care: hand in hand,20,S,Asmt,,Code,81590,2549,2549,2549-2549,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: Hand in Hand,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1057,MDS,,,82910,S2060D,CNSTNT_ASGNMT_CD,Resident centered care: consistent assignment,20,S,Asmt,,Code,81600,2550,2550,2550-2550,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: Consistent Assignment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1058,MDS,,,82940,S2060E,CARE_TECH_OTHR_CD,Resident centered care: other,20,S,Asmt,,Code,81610,2551,2551,2551-2551,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: Other,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1059,MDS,,,82970,S2060Z,NO_CARE_TECH_CD,Resident centered care: none of the above,20,S,Asmt,,Code,81620,2552,2552,2552-2552,1,,For this resident are any of the non-pharmacological resident centered care techniques supported by the programs listed below included in the individualized resident centered care approach? Check all items that apply: None of the above,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1060,MDS,,,6150,A1900,ADMSN_DT,Admission date,02,A,Asmt,,Date,71280,1485,1492,1485-1492,8,,,"NC,NQ,NP,ND,NT,NPE,SP,SD,ST","IPA,XX",,x,x,x,x,x,x,,x,x,x,
1061,MDS,,,93090,C_CCN_NUM,C_CCN_NUM,Calculated facility CMS certification number (CCN),29,Calc,Calc,,Text,93090,3259,3270,3259-3270,12,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1062,MDS,,,80570,S0165A,SS_DMNT_ALZHMR_CD,Specialty services: Dementia/Alzheimers,20,S,Asmt,,Checklist,81710,2565,2565,2565-2565,1,,Specialty services: Dementia/Alzheimers,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1063,MDS,,,80600,S0165B,SS_BHVRL_HLTH_CD,Specialty services: Behavioral Health,20,S,Asmt,,Checklist,81720,2566,2566,2566-2566,1,,Specialty services: Behavioral Health,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1064,MDS,,,80630,S0165C,SS_BRN_INJURY_CD,Specialty services: Traumatic Brain Injury,20,S,Asmt,,Checklist,81730,2567,2567,2567-2567,1,,Specialty services: Traumatic Brain Injury,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1065,MDS,,,80660,S0165D,SS_VNTLTR_CD,Specialty services: Ventilator,20,S,Asmt,,Checklist,81740,2568,2568,2568-2568,1,,Specialty services: Ventilator,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1066,MDS,,,80690,S0165E,SS_DLYS_CD,Specialty services: On-Site Dialysis,20,S,Asmt,,Checklist,81750,2569,2569,2569-2569,1,,Specialty services: On-Site Dialysis,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1067,MDS,,,80720,S0165Z,NO_SPLCTY_SRVC_CD,Specialty services: None of the Above,20,S,Asmt,,Checklist,81760,2570,2570,2570-2570,1,,Specialty services: None of the Above,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1068,MDS,,,81350,S0174,ADVNCD_DRCTV_CD,Resident has Advanced Directive,20,S,Asmt,,Code,81770,2571,2571,2571-2571,1,,Does the resident have an Advance Directive (Living Will)?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1069,MDS,,,81380,S0175,PWR_ATRNY_HLTH_CARE_CD,Resident has POA for Health Care,20,S,Asmt,,Code,81780,2572,2572,2572-2572,1,,Does the resident have a Power of Attorney for Health Care?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1070,MDS,,,81620,S0513,PASSR_OUTCM_CD,PASRR Screening Outcome,20,S,Asmt,,Code,81790,2573,2573,2573-2573,1,,What was the outcome of the PASRR screen?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1071,MDS,,,82250,S1100J,CRE_CD,Disease: CRE,20,S,Asmt,,Checklist,81800,2574,2574,2574-2574,1,,Disease: CRE Disease Diagnoses: Check all that apply since last assessment: j. CRE (Carbapenem-Resistant Enterobacteriaceae),,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1072,MDS,,,83330,S3300,WT_BSD_EQUIP_NEED_CD,Weight-based Equipment Need,20,S,Asmt,,Code,81810,2575,2575,2575-2575,1,,Did this resident require specialized equipment based on weight since last assessment?,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1073,MDS,,,83360,S3305A,LIFT_DVC_WT_CD,Lifting device for weight,20,S,Asmt,,Checklist,81820,2576,2576,2576-2576,1,,Lifting device required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1074,MDS,,,83390,S3305B,WLCHR_WT_CD,Wheelchair or mobility device for weight,20,S,Asmt,,Checklist,81830,2577,2577,2577-2577,1,,Wheelchair or other mobility device required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1075,MDS,,,83420,S3305C,BED_WT_CD,Bed for weight,20,S,Asmt,,Checklist,81840,2578,2578,2578-2578,1,,Bed required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1076,MDS,,,83450,S3305D,SEAT_WT_CD,Seating for weight,20,S,Asmt,,Checklist,81850,2579,2579,2579-2579,1,,Seating required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1077,MDS,,,83480,S3305E,MORE_2_STF_WT_CD,More than 2 staff for weight,20,S,Asmt,,Checklist,81860,2580,2580,2580-2580,1,,More than 2 staff required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1078,MDS,,,83510,S3305Y,OTHR_WT_CD,Other for weight,20,S,Asmt,,Checklist,81870,2581,2581,2581-2581,1,,Other equipment required since last assessment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1079,MDS,,,84710,S6020A,RN_SPCLZD_VNTLTR_CD,Vent/resp specialized RN expertise,20,S,Asmt,,Checklist,81880,2582,2582,2582-2582,1,,Ventilator/respirator resident needs specialized RN expertise,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1080,MDS,,,84740,S6020B,CNA_SPCLZD_VNTLTR_CD,Vent/resp specialized CNA training needed,20,S,Asmt,,Checklist,81890,2583,2583,2583-2583,1,,Ventilator/respirator resident needs specialized CNA training,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1081,MDS,,,84770,S6020C,THRPY_SPCLZD_VNTLTR_CD,"Vent/resp specialized therapy (PT,OT,RT) expertise",20,S,Asmt,,Checklist,81900,2584,2584,2584-2584,1,,"Ventilator/respirator resident needs specialized therapy (PT, OT, RT) expertise",,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1082,MDS,,,84800,S6020D,EQUIP_SPCLZD_VNTLTR_CD,Vent/resp specialized equipment,20,S,Asmt,,Checklist,81910,2585,2585,2585-2585,1,,Ventilator/respirator resident needs specialized equipment,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1083,MDS,,,84830,S6020Y,OTHR_VNTLTR_CD,Vent/resp Other,20,S,Asmt,,Checklist,81920,2586,2586,2586-2586,1,,Ventilator/respirator resident needs other,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1084,MDS,,,84860,S6020Z,NO_VNTLTR_CD,Vent/resp None of the Above,20,S,Asmt,,Checklist,81930,2587,2587,2587-2587,1,,Ventilator/respirator resident needs none of the above,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1085,MDS,,,84890,S6022A,RN_VNTLTR_HR_INT_CD,Vent/resp days licensed nurse: hourly intervals,20,S,Asmt,,Number,81940,2588,2588,2588-2588,1,,Number of days the resident required hourly intervals of direct care by a licensed nurse.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1086,MDS,,,84920,S6022B,RN_VNTLTR_15_MIN_INT_CD,Vent/resp days licensed nurse: 15-minute intervals,20,S,Asmt,,Number,81950,2589,2589,2589-2589,1,,Number of days the resident required 15-minute intervals of direct care by a licensed nurse.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1087,MDS,,,84950,S6022C,RN_VNTLTR_5_MIN_INT_CD,Vent/resp days licensed nurse: 5-minute intervals,20,S,Asmt,,Number,81960,2590,2590,2590-2590,1,,Number of days the resident required 5-minute intervals of direct care by a licensed nurse.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1088,MDS,,,84980,S6023A,CNA_VNTLTR_HR_INT_CD,Vent/resp days CNA: hourly intervals,20,S,Asmt,,Number,81970,2591,2591,2591-2591,1,,Number of days the resident required hourly intervals of direct care by a CNA.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1089,MDS,,,85010,S6023B,CNA_VNTLTR_15_MIN_INT_CD,Vent/resp days CNA: 15-minute intervals,20,S,Asmt,,Number,81980,2592,2592,2592-2592,1,,Number of days the resident required 15-minute intervals of direct care by a CNA.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1090,MDS,,,85040,S6023C,CNA_VNTLTR_5_MIN_INT_CD,Vent/resp days CNA: 5-minute intervals,20,S,Asmt,,Number,81990,2593,2593,2593-2593,1,,Number of days the resident required 5-minute intervals of direct care by a CNA.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1091,MDS,,,85070,S6024A,RT_VNTLTR_HR_INT_CD,Vent/resp days RT: hourly intervals,20,S,Asmt,,Number,82000,2594,2594,2594-2594,1,,Number of days the resident required hourly intervals of direct care by a respiratory therapist.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1092,MDS,,,85100,S6024B,RT_VNTLTR_15_MIN_INT_CD,Vent/resp days RT: 15-minute intervals,20,S,Asmt,,Number,82010,2595,2595,2595-2595,1,,Number of days the resident required 15-minute intervals of direct care by a respiratory therapist.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1093,MDS,,,85130,S6024C,RT_VNTLTR_5_MIN_INT_CD,Vent/resp days RT: 5-minute intervals,20,S,Asmt,,Number,82020,2596,2596,2596-2596,1,,Number of days the resident required 5-minute intervals of direct care by a respiratory therapist.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1094,MDS,,,85610,S6205,OBSRVTN_STAY_NUM,Number of Observation Stays,20,S,Asmt,,Number,82030,2597,2597,2597-2597,1,,Observation Stays: Record number of times resident had at least one overnight stay without being admitted to the hospital since the last assessment.,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1095,MDS,,,85820,S7000,DNTL_CARE_CD,Dental Care,20,S,Asmt,,Code,82040,2598,2598,2598-2598,1,,Dental care,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1096,MDS,,,89210,S9040C1,CA_POLST_B_REV_CD,CA POLST Section B (revised),20,S,Asmt,,Code,82050,2599,2599,2599-2599,1,,CA - item selected in California POLST Section B (revised),,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1097,MDS,,,89270,S9040D1,CA_POLST_C_REV_CD,CA POLST Section C (revised),20,S,Asmt,,Code,82060,2600,2600,2600-2600,1,,CA - item selected in California POLST Section C (revised),,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1098,MDS,,,89720,S9140,LA_POLST_CMPLT_CD,Completed LAPOST,20,S,Asmt,,Code,82070,2601,2601,2601-2601,1,,Does the resident have a completed LaPOST document,,"NPE,IPA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,
1099,MDS,,,70210,ITEM_FILLER_022,MDCD_THRPTC_DAY_LA_NUM,Item filler: replaces S8510A in fixed-format,28,Filler,Filler,,Text,81025,2404,2404,2404-2404,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1100,MDS,,,70220,ITEM_FILLER_023,MDCD_THRPTC_DAY_YTD_NUM,Item filler: replaces S8510B in fixed-format,28,Filler,Filler,,Text,81030,2405,2405,2405-2405,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1101,MDS,,,70230,ITEM_FILLER_024,MDCD_HOSP_BED_LA_NUM,Item filler: replaces S8512A in fixed-format,28,Filler,Filler,,Text,81035,2406,2406,2406-2406,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1102,MDS,,,70240,ITEM_FILLER_025,MDCD_HOSP_BED_YTD_NUM,Item filler: replaces S8512B in fixed-format,28,Filler,Filler,,Text,81040,2407,2407,2407-2407,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1103,MDS,,,2270,A0310H,PPSPRTA_DSCHRG_CD,SNF PPS Part A Discharge (End of Stay) Assessment,02,A,Asmt,,Code,71300,1493,1493,1493-1493,1,,,"NC,NQ,NP,ND,NT,NPE,SP,SD,ST","IPA,XX",,x,x,x,x,x,x,,x,x,x,
1104,MDS,,,9610,C1310A,MENTL_STUS_CHG_CD,Acute Onset Mental Status Change,04,C,Asmt,,Code,71310,1494,1494,1494-1494,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1105,MDS,,,9620,C1310B,DFCLTY_ATTNTN_CD,Inattention,04,C,Asmt,,Code,71320,1495,1495,1495-1495,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1106,MDS,,,9630,C1310C,THNKG_DISORGNZ_CD,Disorganized Thinking,04,C,Asmt,,Code,71330,1496,1496,1496-1496,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1107,MDS,,,9640,C1310D,LVL_CONSCS_CD,Altered Level of Consciousness,04,C,Asmt,,Code,71340,1497,1497,1497-1497,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1108,MDS,,,22710,GG0130A1,EATG_SELF_ADMSN_CD,Eating (Start of Stay Perf),30,GG,Asmt,,Code,71350,1498,1499,1498-1499,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1109,MDS,,,70530,ITEM_FILLER_189,EATG_SELF_GOAL_CD,Item filler: replaces old GG0130A2,28,Filler,Filler,,Text,71360,1500,1501,1500-1501,2,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1110,MDS,,,22712,GG0130A3,EATG_SELF_DSCHRG_CD,Eating (Dischg Perf),30,GG,Asmt,,Code,71370,1502,1503,1502-1503,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1111,MDS,,,22714,GG0130B1,ORAL_HYGNE_ADMSN_CD,Oral hygiene (Start of Stay Perf),30,GG,Asmt,,Code,71380,1504,1505,1504-1505,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1112,MDS,,,70540,ITEM_FILLER_190,ORAL_HYGNE_GOAL_CD,Item filler: replaces old GG0130B2,28,Filler,Filler,,Text,71390,1506,1507,1506-1507,2,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1113,MDS,,,22716,GG0130B3,ORAL_HYGNE_DSCHRG_CD,Oral hygiene (Dschg Perf),30,GG,Asmt,,Code,71400,1508,1509,1508-1509,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1114,MDS,,,22718,GG0130C1,TOILT_HYGNE_ADMSN_CD,Toileting hygiene (Start of Stay Perf),30,GG,Asmt,,Code,71410,1510,1511,1510-1511,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1115,MDS,,,70550,ITEM_FILLER_191,TOILT_HYGNE_GOAL_CD,Item filler: replaces old GG0130C2,28,Filler,Filler,,Text,71420,1512,1513,1512-1513,2,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
1116,MDS,,,22720,GG0130C3,TOILT_HYGNE_DSCHRG_CD,Toileting hygiene (Dschg Perf),30,GG,Asmt,,Code,71430,1514,1515,1514-1515,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
