itm_id,val_id,val_txt
GG0170R5,07,Resident refused
GG0170R5,09,Not applicable
GG0170R5,10,Not attempted due to environmental limitations
GG0170R5,88,Not attempted due to medical condition or safety concerns
GG0170R5,-,Not assessed/no information
GG0170R5,^,Blank (skip pattern)
GG0170RR5,1,Manual
GG0170RR5,2,Motorized
GG0170RR5,-,Not assessed/no information
GG0170RR5,^,Blank (skip pattern)
GG0170S5,06,Independent
GG0170S5,05,Setup or clean-up assistance
GG0170S5,04,Supervision or touching assistance
GG0170S5,03,Partial/moderate assistance
GG0170S5,02,Substantial/maximal assistance
GG0170S5,01,Dependent
GG0170S5,07,Resident refused
GG0170S5,09,Not applicable
GG0170S5,10,Not attempted due to environmental limitations
GG0170S5,88,Not attempted due to medical condition or safety concerns
GG0170S5,-,Not assessed/no information
GG0170S5,^,Blank (skip pattern)
GG0170SS5,1,Manual
GG0170SS5,2,Motorized
GG0170SS5,-,Not assessed/no information
GG0170SS5,^,Blank (skip pattern)
Q0310A,-,Not assessed/no information
Q0310B,-,Not assessed/no information
S6060A,0,No
S6060A,1,Yes
S6060B,YYYYMMDD,Valid date
S6060C,YYYYMMDD,Valid date
S6060C,--------,Isolation is ongoing
S7001,0,No
S7001,1,Yes
S7001,9,Unable to determine
S7002,0,No
S7002,1,Yes
S7002,9,Unable to determine
S0200A,1,Active Discharge in Process
S0200A,2,Legal Reasons
S0200A,3,Clinical Reasons
S0200A,4,Behavioral Reasons
S0200A,5,Other
S0200B,Text,Reason for 'Other' response
S0200B,^,Blank (skip pattern)
S7500H,0,No
S7500H,1,Yes
S7500F,0,No
S7500F,1,Yes
S7500E,0,No
S7500E,1,Yes
S7500D,0,No
S7500D,1,Yes
S7500C,0,No
S7500C,1,Yes
S7500A,0,No
S7500A,1,Yes
S7500B,YYYYMMDD,Valid date
S7500G,YYYYMMDD,Valid date
S7500G,^,Blank (skip pattern)
S7500B,^,Blank (skip pattern)
S6300,0,No
S6300,1,Methadone
S6300,2,Buprenorphine
S6300,3,Naltrexone
S6300,9,"Yes, none of the above"
S6301,0,No
S6301,1,Yes
S6302,1,At this facility
S6302,2,By an outside provider
S6303A,0,No (unchecked)
S6303A,1,Yes (checked)
S6303B,0,No (unchecked)
S6303B,1,Yes (checked)
S6303C,0,No (unchecked)
S6303C,1,Yes (checked)
S6303D,0,No (unchecked)
S6303D,1,Yes (checked)
S6304A,0,No (unchecked)
S6304A,1,Yes (checked)
S6304B,0,No (unchecked)
S6304B,1,Yes (checked)
S6304C,0,No (unchecked)
S6304C,1,Yes (checked)
S6304D,0,No (unchecked)
S6304D,1,Yes (checked)
S6304E,0,No (unchecked)
S6304E,1,Yes (checked)
S6304F,0,No (unchecked)
S6304F,1,Yes (checked)
S6304G,0,No (unchecked)
S6304G,1,Yes (checked)
S6304H,0,No (unchecked)
S6304H,1,Yes (checked)
S6304I,0,No (unchecked)
S6304I,1,Yes (checked)
S6305A,0,No
S6305A,1,Yes
S6305B,MMDDYYYY,Valid date
S6301,9,Not applicable
S6302,3,Both
S6302,9,Not applicable
S6305B,-,Not assessed/no information
S6060B,^,Blank (skip pattern)
S6060C,^,Blank (skip pattern)
S0200A,^,Blank (skip pattern)
S6303A,-,Not assessed/no information
S6303B,-,Not assessed/no information
S6303C,-,Not assessed/no information
S6303D,-,Not assessed/no information
S6304A,-,Not assessed/no information
S6304B,-,Not assessed/no information
S6304C,-,Not assessed/no information
S6304D,-,Not assessed/no information
S6304E,-,Not assessed/no information
S6304F,-,Not assessed/no information
S6304G,-,Not assessed/no information
S6304H,-,Not assessed/no information
S6304I,-,Not assessed/no information
S6305A,-,Not assessed/no information
S6305B,^,Blank (skip pattern)
K0520A1,^,Blank (skip pattern)
K0520A2,^,Blank (skip pattern)
K0520A4,^,Blank (skip pattern)
K0520B1,^,Blank (skip pattern)
K0520B2,^,Blank (skip pattern)
K0520B4,^,Blank (skip pattern)
K0520C1,^,Blank (skip pattern)
K0520C4,^,Blank (skip pattern)
K0520D1,^,Blank (skip pattern)
K0520D4,^,Blank (skip pattern)
K0520Z1,^,Blank (skip pattern)
K0520Z2,^,Blank (skip pattern)
K0520Z4,^,Blank (skip pattern)
O0110A1A,^,Blank (skip pattern)
O0110A1C,^,Blank (skip pattern)
O0110A2A,^,Blank (skip pattern)
O0110A2C,^,Blank (skip pattern)
O0110A3A,^,Blank (skip pattern)
O0110A3C,^,Blank (skip pattern)
O0110A10A,^,Blank (skip pattern)
O0110A10C,^,Blank (skip pattern)
O0110B1A,^,Blank (skip pattern)
O0110B1C,^,Blank (skip pattern)
O0110C1A,^,Blank (skip pattern)
O0110C1C,^,Blank (skip pattern)
O0110C2A,^,Blank (skip pattern)
O0110C2C,^,Blank (skip pattern)
O0110C3A,^,Blank (skip pattern)
O0110C3C,^,Blank (skip pattern)
O0110C4A,^,Blank (skip pattern)
O0110C4C,^,Blank (skip pattern)
O0110D1A,^,Blank (skip pattern)
O0110D1C,^,Blank (skip pattern)
O0110D2A,^,Blank (skip pattern)
O0110D2C,^,Blank (skip pattern)
O0110D3A,^,Blank (skip pattern)
O0110D3C,^,Blank (skip pattern)
O0110E1A,^,Blank (skip pattern)
O0110E1C,^,Blank (skip pattern)
O0110F1A,^,Blank (skip pattern)
O0110F1C,^,Blank (skip pattern)
O0110G1A,^,Blank (skip pattern)
O0110G1C,^,Blank (skip pattern)
O0110G2A,^,Blank (skip pattern)
O0110G2C,^,Blank (skip pattern)
O0110G3A,^,Blank (skip pattern)
O0110G3C,^,Blank (skip pattern)
O0110H1A,^,Blank (skip pattern)
O0110H1C,^,Blank (skip pattern)
O0110H2A,^,Blank (skip pattern)
O0110H2C,^,Blank (skip pattern)
O0110H3A,^,Blank (skip pattern)
O0110H3C,^,Blank (skip pattern)
O0110H4A,^,Blank (skip pattern)
O0110H4C,^,Blank (skip pattern)
O0110H10A,^,Blank (skip pattern)
O0110H10C,^,Blank (skip pattern)
O0110I1A,^,Blank (skip pattern)
O0110I1C,^,Blank (skip pattern)
O0110J1A,^,Blank (skip pattern)
O0110J1C,^,Blank (skip pattern)
O0110J2A,^,Blank (skip pattern)
O0110J2C,^,Blank (skip pattern)
O0110J3A,^,Blank (skip pattern)
O0110J3C,^,Blank (skip pattern)
O0110O1A,^,Blank (skip pattern)
O0110O1C,^,Blank (skip pattern)
O0110O2A,^,Blank (skip pattern)
O0110O2C,^,Blank (skip pattern)
O0110O3A,^,Blank (skip pattern)
O0110O3C,^,Blank (skip pattern)
O0110O4A,^,Blank (skip pattern)
O0110O4C,^,Blank (skip pattern)
O0110Z1A,^,Blank (skip pattern)
O0110Z1C,^,Blank (skip pattern)
D0160,-,Not assessed/no information
GG0130A5,^,Blank (skip pattern)
GG0130B5,^,Blank (skip pattern)
GG0130C5,^,Blank (skip pattern)
GG0170I5,^,Blank (skip pattern)
GG0170F5,^,Blank (skip pattern)
GG0170E5,^,Blank (skip pattern)
GG0170D5,^,Blank (skip pattern)
GG0170C5,^,Blank (skip pattern)
GG0170B5,^,Blank (skip pattern)
N0415K1,0,Not checked (No)
N0415K1,1,Checked (Yes)
N0415K1,-,Not assessed/no information
N0415K2,0,Not checked (No)
N0415K2,1,Checked (Yes)
N0415K2,-,Not assessed/no information
N0415K2,^,Blank (skip pattern)
O0350,0,"No, patient is not up to date"
O0350,1,"Yes, patient is up to date"
ITM_SET_VRSN_CD,1.19,Tenth update to MDS 3.0 item set (effective 10/01/2024)
SPEC_VRSN_CD,3.02,Fourteenth update to data specifications (effective 10/01/2024)
O0350,-,Not assessed/no information
S0195A,0,Not checked (No)
S0195A,1,Checked (Yes)
S0195A,^,Blank (skip pattern)
S0195B,0,Not checked (No)
S0195B,1,Checked (Yes)
S0195B,^,Blank (skip pattern)
S0195C,0,Not checked (No)
S0195C,1,Checked (Yes)
S0195C,^,Blank (skip pattern)
S0195D,0,Not checked (No)
S0195D,1,Checked (Yes)
S0195D,^,Blank (skip pattern)
S0195Y,0,Not checked (No)
S0195Y,1,Checked (Yes)
S0195Y,^,Blank (skip pattern)
S0195Z,0,Not checked (No)
S0195Z,1,Checked (Yes)
S0195Z,^,Blank (skip pattern)
S0509B,0,No
S0509B,1,Yes
S0509B,-,Not assessed/no information
S0509B,^,Blank (skip pattern)
S0509,-,Not assessed/no information
S0511,-,Not assessed/no information
S0535,0,No
S0535,1,Yes
S0535,-,Not assessed/no information
S0535,^,Blank (skip pattern)
S0540,0,No
S0540,1,Yes
S0540,-,Not assessed/no information
S0540,^,Blank (skip pattern)
S0545,YYYYMMDD,Date of most recent PASSRR Level II determination
S0545,-,Not assessed/no information
S0545,^,Blank (skip pattern)
S0550,1,Approved for NF long-term placement
S0550,2,Approved for NF short-term placement
S0550,8,Denied
S0550,9,Not subject to PASRR
S0550,-,Not assessed/no information
S0550,^,Blank (skip pattern)
S0555,1,30 days or less
S0555,2,31 days to 90 days
S0555,3,91 days to 6 months
S0555,-,Not assessed/no information
S0555,^,Blank (skip pattern)
S6299,0,No
S6299,1,Yes
S6299,9,Not assessed
S6301A,0,Not checked (No)
S6301A,1,Checked (Yes)
S6301A,^,Blank (skip pattern)
S6301B,0,Not checked (No)
S6301B,1,Checked (Yes)
S6301B,^,Blank (skip pattern)
S6301C,0,Not checked (No)
S6301C,1,Checked (Yes)
S6301C,^,Blank (skip pattern)
S6301Z,0,Not checked (No)
S6301Z,1,Checked (Yes)
S6301Z,^,Blank (skip pattern)
S6303E,0,Not checked (No)
S6303E,1,Checked (Yes)
S6303E,-,Not assessed/no information
S6303F,0,Not checked (No)
S6303F,1,Checked (Yes)
S6303F,-,Not assessed/no information
S6303G,0,Not checked (No)
S6303G,1,Checked (Yes)
S6303G,-,Not assessed/no information
S6303H,0,Not checked (No)
S6303H,1,Checked (Yes)
S6303H,-,Not assessed/no information
S6304,0,No
S6304,1,Yes
S6304,9,Not applicable
ITM_SET_VRSN_CD,1.20,Eleventh update to MDS 3.0 item set (effective 10/01/2025)
SPEC_VRSN_CD,3.10,Fifteenth update to data specifications (effective 10/01/2025)
O0390A,0,No (Unchecked)
O0390A,1,Yes (Checked)
O0390B,0,No (Unchecked)
O0390B,1,Yes (Checked)
O0390C,0,No (Unchecked)
O0390C,1,Yes (Checked)
O0390D,0,No (Unchecked)
O0390D,1,Yes (Checked)
O0390E,0,No (Unchecked)
O0390E,1,Yes (Checked)
O0390Z,0,No (Unchecked)
O0390Z,1,Yes (Checked)
S6303E,^,Blank (skip pattern)
S6303F,^,Blank (skip pattern)
S6303G,^,Blank (skip pattern)
S6303H,^,Blank (skip pattern)
S6305B,999999999,Not yet received
A1255,0,Yes
A1255,1,No
A1255,7,Resident declines to respond
A1255,8,Resident unable to respond
A1255,^,Blank (skip pattern)
A1255,-,Not assessed/no information
D0150A2,-,Not assessed/no information
D0150B2,-,Not assessed/no information
D0150C2,-,Not assessed/no information
D0150D2,-,Not assessed/no information
D0150E2,-,Not assessed/no information
D0150F2,-,Not assessed/no information
D0150G2,-,Not assessed/no information
D0150H2,-,Not assessed/no information
D0150I2,-,Not assessed/no information
O0390A,-,Not assessed/no information
O0390B,-,Not assessed/no information
O0390C,-,Not assessed/no information
O0390D,-,Not assessed/no information
O0390E,-,Not assessed/no information
O0390Z,-,Not assessed/no information
S0509,^,Blank (skip pattern)
S1110A,0,No
S1110A,1,Yes
S1110A,-,Not assessed/no information
S1110B,0,No
S1110B,1,Yes
S1110B,-,Not assessed/no information
S1110C,0,No
S1110C,1,Yes
S1110C,-,Not assessed/no information
S1120A1,YYYYMMDD,Valid date
S1120A1,-,Not assessed/no information
S1120A2,YYYYMMDD,Valid date
S1120A1,^,Blank (skip pattern)
S1120A2,-,Not assessed/no information
S1120A2,^,Blank (skip pattern)
S1120B,YYYYMMDD,Valid date
S1120B,-,Not assessed/no information
S1120B,^,Blank (skip pattern)
S1120C,YYYYMMDD,Valid date
S1120C,-,Not assessed/no information
S1120C,^,Blank (skip pattern)
S2070,0,None
S2070,1,Individual
S2070,2,Group
S2070,3,Individual and Group
S2200A,0,No
S2200A,1,Yes
S2200A,-,Not assessed/no information
S2200B,0,No
S2200B,1,Yes
S2200B,-,Not assessed/no information
S2200B,^,Blank (skip pattern)
S2200C,YYYYMMDD,Valid date
S2200C,-,Not assessed/no information
S2200C,^,Blank (skip pattern)
S2200D,YYYYMMDD,Valid date
S2200D,-,Not assessed/no information
S2200D,^,Blank (skip pattern)
S2300A,0,No
S2300A,1,Yes
S2300A,-,Not assessed/no information
S2300B,0,No
S2300B,1,Yes
S2300B,-,Not assessed/no information
S2300B,^,Blank (skip pattern)
S2300C,YYYYMMDD,Valid date
S2300C,-,Not assessed/no information
S2300C,^,Blank (skip pattern)
S3320A,0,No
S3320A,1,Yes
S3320A,-,Not assessed/no information
S3320B,YYYYMMDD,Valid date
S3320B,-,Not assessed/no information
S3320B,^,Blank (skip pattern)
S3321A,0,No
S3321A,1,Yes
S3321A,-,Not assessed/no information
S3321B,YYYYMMDD,Valid date
S3321B,-,Not assessed/no information
S3321B,^,Blank (skip pattern)
S6001A,0,No
S6001A,1,Yes
S6001A,-,Not assessed/no information
S6001B,0,No
S6001B,1,Yes
S6001B,-,Not assessed/no information
S6002,0,No
S6002,1,Yes
S6002,-,Not assessed/no information
S6051A,^,Blank (skip pattern)
S6051C,^,Blank (skip pattern)
S6053B,^,Blank (skip pattern)
S0166,01,Dementia/Alzheimer Unit
S0166,02,Behavioral Health Unit
S0166,03,TBI Unit
S0166,99,None of the above
S0166,04,Ventilator Unit
A0810,1,Male
A0810,2,Female
X0310,1,Male
X0310,2,Female
X0310,^,Blank (skip pattern)
S1120A2,--------,Ongoing
S1120B,--------,Ongoing
S1120C,--------,Ongoing
S2200D,--------,Ongoing
S6053B,--------,Ongoing
